"Country Name","Country Code","Indicator Name","Indicator Code","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lithuania","LTU","Median daily per capita income or consumption expenditure (2011 PPP)","SI.POV.XPND.MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.22","","","","","22.37","","",
"Lithuania","LTU","Multidimensional poverty, Drinking water (% of population deprived)","SI.POV.WATR.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9","","",
"Lithuania","LTU","Multidimensional poverty, Educational attainment (% of population deprived)","SI.POV.ATTM.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","",
"Lithuania","LTU","Multidimensional poverty, Educational enrollment (% of population deprived)","SI.POV.ENRL.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Multidimensional poverty, Electricity (% of population deprived)","SI.POV.ELEC.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",
"Lithuania","LTU","Multidimensional poverty, Headcount ratio (% of population)","SI.POV.HCRT.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","",
"Lithuania","LTU","Multidimensional poverty, Monetary poverty (% of population deprived)","SI.POV.DDAY.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","",
"Lithuania","LTU","Multidimensional poverty, Sanitation (% of population deprived)","SI.POV.SANI.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","",
"Lithuania","LTU","Number of poor at $1.90 a day (2011 PPP) (millions)","SI.POV.NOP1","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","","","","","0.1","0.1","0","0","0","0.1","0","0","0","0","0","0","0","0","","",
"Lithuania","LTU","Number of poor at $3.20 a day (2011 PPP) (millions)","SI.POV.LMIC.NO","","","","","","","","","","","","","","","","","","","","1.1","","","","","","","","","","","0.3","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","0.1","0.1","0","0.1","0","","",
"Lithuania","LTU","Number of poor at $5.50 a day (2011 PPP) (millions)","SI.POV.UMIC.NO","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","","","","","0.6","0.4","0.2","0.1","0.1","0.3","0.3","0.2","0.2","0.1","0.1","0.1","0.1","0.1","","",
"Lithuania","LTU","Population, total","SP.POP.TOTL","3273894","3301652","3328664","3355036","3379514","3397842","3413202","3432947","3457179","3485192","3514205","3544543","3578914","3616367","3655049","3684255","3697838","3704134","3700114","3682613","3657144","3629102","3601613","3575137","3549331","3524238","3499536","3470818","3443067","3415213","3377075","3322528","3269909","3231294","3198231","3162916","3097282","3028115","2987773","2957689","2932367","2904910","2868231","2828403","2789533","",
"Lithuania","LTU","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","0.9","","","","","","","","","","","1.3","0.9","0.7","0.8","0.9","1.2","1","0.5","0.7","0.5","0.7","0.5","0.7","0.8","","",
"Lithuania","LTU","Poverty gap at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","7.9","","","","","","","","","","","2.7","1.8","1.3","1.1","1.3","2","1.6","0.8","0.9","0.8","1.2","0.8","1.1","1","","",
"Lithuania","LTU","Poverty gap at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","26.7","","","","","","","","","","","7","4.5","2.7","1.9","2.1","3.8","3.2","1.8","2.1","1.9","2.3","1.6","2","1.7","","",
"Lithuania","LTU","Poverty gap at national poverty lines (%)","SI.POV.NAGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty gap at national poverty lines (%), including noncomparable values","SI.POV.NAGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","2.8","1.8","1.5","1.3","1.4","2.2","1.5","0.7","1","0.7","1.3","0.7","1.4","1","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","SI.POV.DDAY.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","SI.POV.DDAY.1564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","SI.POV.DDAY.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","SI.POV.DDAY.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","SI.POV.DDAY.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","SI.POV.DDAY.RU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","SI.POV.DDAY.UR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","SI.POV.DDAY.16.PR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","SI.POV.DDAY.16.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","SI.POV.DDAY.16.PL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)","SI.POV.DDAY.16.ST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","30.7","","","","","","","","","","","7.4","4.5","2.9","1.9","2.3","4.3","3.4","1.6","2","2.1","2.7","1.4","2.2","1.5","","",
"Lithuania","LTU","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","71.3","","","","","","","","","","","19.2","12.3","7.3","4.5","4.6","8.9","8.4","5.5","5.8","4.9","5","4.3","4.5","3.8","","",
"Lithuania","LTU","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","20","19.1","20.9","20.3","20.5","19.2","18.6","20.6","19.1","22.2","","","","","",
"Lithuania","LTU","Poverty headcount ratio at national poverty lines (% of population), including noncomparable values","SI.POV.NAHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","20","19.1","20.9","20.3","20.5","19.2","18.6","20.6","19.1","22.2","","","","","",
"Lithuania","LTU","Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change)","SI.POV.DDAY.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change)","SI.POV.LMIC.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change)","SI.POV.UMIC.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Rural poverty gap at national poverty lines (%)","SI.POV.RUGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Rural poverty gap at national poverty lines (%), including noncomparable values","SI.POV.RUGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Rural poverty headcount ratio at national poverty lines (% of rural population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","SI.POV.RUHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.27","","","","","12.61","","",
"Lithuania","LTU","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","SI.SPR.PT10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.11","","","","","80.38","","",
"Lithuania","LTU","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","SI.SPR.PT60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8","","","","","38.79","","",
"Lithuania","LTU","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.79","","","","","28.32","","",
"Lithuania","LTU","Urban poverty gap at national poverty lines (%)","SI.POV.URGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Urban poverty gap at national poverty lines (%), including noncomparable values","SI.POV.URGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Urban poverty headcount ratio at national poverty lines (% of urban population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","SI.POV.URHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.96","","",
"Luxembourg","LUX","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","SI.SPR.PT10.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21","","",
"Luxembourg","LUX","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","SI.SPR.PT60.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","","",
"Luxembourg","LUX","Annualized growth in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.66","","",
"Luxembourg","LUX","Annualized growth in per capita real survey median income or consumption expenditure (%)","SI.POV.XPND.MD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.26","","",
"Luxembourg","LUX","GINI index (World Bank estimate)","SI.POV.GINI","","","","","","","","","","","","26.7","","","","","","26.8","","","26.9","","","30.2","","","30.4","","","30.2","30.2","30.8","30.9","31.1","32.6","31.2","30.5","32.1","34.3","32","31.2","33.8","33","34.9","","",
"Luxembourg","LUX","Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change)","SI.POV.DDAY.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change)","SI.POV.LMIC.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change)","SI.POV.UMIC.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","22.8","","","","","","22.4","","","22.5","","","22.7","","","22.7","","","22.8","22.6","22.3","22.4","22.2","22.1","22.9","22.9","23","22.7","23.2","22.9","23.1","23.3","23.3","","",
"Luxembourg","LUX","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","21.5","","","","","","22.2","","","21.9","","","23.8","","","23.9","","","23.7","23.7","24.3","24.3","25.1","25.8","24.2","23.7","24.4","26.4","24.2","24.3","25.4","24.7","25.8","","",
"Luxembourg","LUX","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","36.2","","","","","","36.6","","","36.6","","","38.7","","","39","","","38.6","38.7","39.4","39.4","39.7","40.8","39.2","38.8","39.9","41.7","39.7","39.1","41","40.3","41.4","","",
"Luxembourg","LUX","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","4","","","","","","4.2","","","4.1","","","3.4","","","3.5","","","3.3","3.3","3.3","3.3","3.3","3.2","3.3","3.3","3.2","3","3.1","3.2","2.8","2.8","2.4","","",
"Luxembourg","LUX","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","9.5","","","","","","9.6","","","9.4","","","8.4","","","8.4","","","8.3","8.3","8.2","8.2","8.3","7.8","8","8.2","7.8","7.3","7.6","7.9","7.2","7.2","6.5","","",
"Luxembourg","LUX","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","13.8","","","","","","13.9","","","13.7","","","13.2","","","12.9","","","13.1","13.2","13","12.9","12.9","12.6","12.7","12.9","12.4","11.8","12.5","12.9","12.1","12.3","11.9","","",
"Luxembourg","LUX","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","17.7","","","","","","17.5","","","17.8","","","17","","","17.1","","","17.2","17.2","17.1","17.1","17","16.7","17.2","17.3","17","16.5","17","17.2","16.7","16.9","16.8","","",
"Luxembourg","LUX","Median daily per capita income or consumption expenditure (2011 PPP)","SI.POV.XPND.MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.96","","","","","71.39","","",
"Luxembourg","LUX","Multidimensional poverty, Drinking water (% of population deprived)","SI.POV.WATR.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","",
"Luxembourg","LUX","Multidimensional poverty, Educational attainment (% of population deprived)","SI.POV.ATTM.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","",
"Luxembourg","LUX","Multidimensional poverty, Educational enrollment (% of population deprived)","SI.POV.ENRL.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Multidimensional poverty, Electricity (% of population deprived)","SI.POV.ELEC.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",
"Luxembourg","LUX","Multidimensional poverty, Headcount ratio (% of population)","SI.POV.HCRT.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","",
"Luxembourg","LUX","Multidimensional poverty, Monetary poverty (% of population deprived)","SI.POV.DDAY.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","",
"Luxembourg","LUX","Multidimensional poverty, Sanitation (% of population deprived)","SI.POV.SANI.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",
"Luxembourg","LUX","Number of poor at $1.90 a day (2011 PPP) (millions)","SI.POV.NOP1","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Luxembourg","LUX","Number of poor at $3.20 a day (2011 PPP) (millions)","SI.POV.LMIC.NO","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Luxembourg","LUX","Number of poor at $5.50 a day (2011 PPP) (millions)","SI.POV.UMIC.NO","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Luxembourg","LUX","Population, total","SP.POP.TOTL","355050","358950","360731","361358","362007","362856","364150","365225","365525","365622","365998","366706","368355","370750","373450","377100","381850","387000","392175","397475","402925","408625","414225","419450","424700","430475","436300","441525","446175","451630","458095","465158","472637","479993","488650","497783","506953","518347","530946","543360","556319","569604","582014","596336","607728","",
"Luxembourg","LUX","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.1","0.2","","",
"Luxembourg","LUX","Poverty gap at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC.GP","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0.1","0","0","0","0","0","0","0","0.1","0","0.1","0.1","0.3","0.1","0.2","","",
"Luxembourg","LUX","Poverty gap at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC.GP","","","","","","","","","","","","0.1","","","","","","0","","","0","","","0","","","0","","","0.1","0","0.1","0","0","0","0.1","0","0.1","0.1","0.1","0.2","0.3","0.1","0.3","","",
"Luxembourg","LUX","Poverty gap at national poverty lines (%)","SI.POV.NAGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty gap at national poverty lines (%), including noncomparable values","SI.POV.NAGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0.1","0","0","0","0","0","0","0","0.1","0","0.1","0.1","0.3","0.1","0.3","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","SI.POV.DDAY.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","SI.POV.DDAY.1564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","SI.POV.DDAY.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","SI.POV.DDAY.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","SI.POV.DDAY.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","SI.POV.DDAY.RU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","SI.POV.DDAY.UR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","SI.POV.DDAY.16.PR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","SI.POV.DDAY.16.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","SI.POV.DDAY.16.PL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)","SI.POV.DDAY.16.ST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","0.2","","","","","","0","","","0","","","0","","","0","","","0.1","0","0.1","0","0","0","0.1","0","0.1","0.1","0.1","0.2","0.4","0.1","0.4","","",
"Luxembourg","LUX","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","0.2","","","","","","0","","","0","","","0.2","","","0","","","0.5","0.1","0.1","0","0","0.1","0.2","0.1","0.2","0.3","0.3","0.3","0.6","0.3","0.7","","",
"Luxembourg","LUX","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Poverty headcount ratio at national poverty lines (% of population), including noncomparable values","SI.POV.NAHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change)","SI.POV.DDAY.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change)","SI.POV.LMIC.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change)","SI.POV.UMIC.RE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Rural poverty gap at national poverty lines (%)","SI.POV.RUGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Rural poverty gap at national poverty lines (%), including noncomparable values","SI.POV.RUGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Rural poverty headcount ratio at national poverty lines (% of rural population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values","SI.POV.RUHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.44","","","","","38.69","","",
"Luxembourg","LUX","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","SI.SPR.PT10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.51","","","","","219.64","","",
"Luxembourg","LUX","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","SI.SPR.PT60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.79","","","","","115.46","","",
"Luxembourg","LUX","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.85","","","","","84.79","","",
"Luxembourg","LUX","Urban poverty gap at national poverty lines (%)","SI.POV.URGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Urban poverty gap at national poverty lines (%), including noncomparable values","SI.POV.URGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Urban poverty headcount ratio at national poverty lines (% of urban population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values","SI.POV.URHC.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","SI.SPR.PT10.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","SI.SPR.PT60.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Annualized growth in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Annualized growth in per capita real survey median income or consumption expenditure (%)","SI.POV.XPND.MD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","GINI index (World Bank estimate)","SI.POV.GINI","","","","","","","46.8","","","","","","","","","","","","","45.3","","","","39.5","","38.6","","47.4","","","","39.9","","","","","42.4","","42.6","","","","","","","",
"Madagascar","MDG","Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change)","SI.POV.DDAY.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-78.1","","","","","","","","","",
"Madagascar","MDG","Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change)","SI.POV.LMIC.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-112","","","","","","","","","",
"Madagascar","MDG","Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change)","SI.POV.UMIC.GR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-49.8","","","","","","","","","",
