"CountryCode","SeriesCode","Year","DESCRIPTION",
"HRV","SI.SPR.PT10","YR2015","Estimated from individual income data.",
"HRV","SI.SPR.PT10.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"HRV","SI.SPR.PT60","YR2010","Estimated from individual income data.",
"HRV","SI.SPR.PT60","YR2015","Estimated from individual income data.",
"HRV","SI.SPR.PT60.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2010-2015.",
"HRV","SP.POP.TOTL","YR1981","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1982","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1983","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1984","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1985","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1986","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1987","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1988","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1989","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1990","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1991","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1992","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1993","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1994","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1995","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1996","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1997","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1998","Estimated by the government.",
"HRV","SP.POP.TOTL","YR1999","Estimated by the government.",
"HRV","SP.POP.TOTL","YR2000","Estimated by the government.",
"HRV","SP.POP.TOTL","YR2001","Break in series.",
"HRV","SP.POP.TOTL","YR2018","Preliminary.",
"HTI","SI.DST.02ND.20","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.03RD.20","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.04TH.20","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.05TH.20","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.10TH.10","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.FRST.10","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.DST.FRST.20","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.ATTM.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.DDAY","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.DDAY.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.ELEC.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.ENRL.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.GAPS","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.GINI","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.HCRT.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.LMIC","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.LMIC.GP","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.LMIC.NO","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.NAGP","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAGP.NC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAHC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAHC.NC","YR1987","Source: Pedersen and Lockwood (2001), using EBCM II. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAHC.NC","YR2000","Source: Pedersen and Lockwood (2001), using EBCM III. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAHC.NC","YR2001","Source: moderate poverty 2USD (the official document refers to 1993 ppp dollars. World Bank did an update that can be found in the World Bank documents browser under de name ""Country Brief: New PPP Poverty Estimates for Haiti""). Numbers refer the official document laborated by FAFO in 2004 and using 1993 PPP dollars. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NAHC.NC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.NOP1","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.RUHC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.RUHC.NC","YR1987","Source: Pedersen and Lockwood (2001), using EBCM II. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.RUHC.NC","YR2000","Source: Pedersen and Lockwood (2001), using EBCM III. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.RUHC.NC","YR2001","Source: moderate poverty 2USD (the official document refers to 1993 ppp dollars. World Bank did an update that can be found in the World Bank documents browser under de name ""Country Brief: New PPP Poverty Estimates for Haiti""). Numbers refer the official document laborated by FAFO in 2004 and using 1993 PPP dollars. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.RUHC.NC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.SANI.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HTI","SI.POV.UMIC","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.UMIC.GP","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.UMIC.NO","YR2012","Estimated from unit-record consumption data.",
"HTI","SI.POV.URHC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.URHC.NC","YR1987","Source: Pedersen and Lockwood (2001), using EBCM II. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.URHC.NC","YR2000","Source: Pedersen and Lockwood (2001), using EBCM III. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.URHC.NC","YR2001","Source: moderate poverty 2USD (the official document refers to 1993 ppp dollars. World Bank did an update that can be found in the World Bank documents browser under de name ""Country Brief: New PPP Poverty Estimates for Haiti""). Numbers refer the official document laborated by FAFO in 2004 and using 1993 PPP dollars. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.URHC.NC","YR2012","Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.",
"HTI","SI.POV.WATR.MI","YR2012","Survey: ECVMAS. Welf type: CONS",
"HUN","SI.DST.02ND.20","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.02ND.20","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.02ND.20","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.02ND.20","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.02ND.20","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.03RD.20","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.03RD.20","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.03RD.20","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.03RD.20","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.04TH.20","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.04TH.20","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.04TH.20","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.04TH.20","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.05TH.20","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.05TH.20","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.05TH.20","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.05TH.20","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.10TH.10","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.10TH.10","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.10TH.10","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.10TH.10","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.FRST.10","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.FRST.10","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.FRST.10","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.10","YR2015","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR1987","Estimated from grouped income data.",
"HUN","SI.DST.FRST.20","YR1989","Estimated from grouped income data.",
"HUN","SI.DST.FRST.20","YR1993","Estimated from grouped income data.",
"HUN","SI.DST.FRST.20","YR2004","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2005","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2006","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2007","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2008","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2009","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2010","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2011","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2012","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2013","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2014","Estimated from unit-record income data.",
"HUN","SI.DST.FRST.20","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.ATTM.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.DDAY","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.DDAY","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.DDAY","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.DDAY","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.DDAY.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.ELEC.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.ENRL.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.GAPS","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.GAPS","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.GAPS","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.GAPS","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.GAPS","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.GINI","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.GINI","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.GINI","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.GINI","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.HCRT.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.LMIC","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.LMIC","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.LMIC","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.LMIC","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.GP","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.GP","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.GP","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.GP","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.NO","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.NO","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.LMIC.NO","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.LMIC.NO","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.NAHC","YR2004","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2005","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2006","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2007","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2008","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2009","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2010","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2011","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2012","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2013","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC","YR2014","Source: Most Recent Comparable Series:2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014. The complete series can be downloaded from the databank, http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database.",
"HUN","SI.POV.NAHC.NC","YR2004","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2005","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2006","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2007","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2008","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2009","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2010","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2011","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2012","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2013","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate.",
"HUN","SI.POV.NAHC.NC","YR2014","Source: Most Recent Comparable Series:2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014. The complete series can be downloaded from the databank, http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database.",
"HUN","SI.POV.NOP1","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.NOP1","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.NOP1","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.NOP1","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2007","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2008","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2009","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2010","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2011","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2012","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2013","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2014","Estimated from unit-record income data.",
"HUN","SI.POV.NOP1","YR2015","Estimated from unit-record income data.",
"HUN","SI.POV.SANI.MI","YR2015","Survey: EU-SILC. Welf type: INC",
"HUN","SI.POV.UMIC","YR1987","Estimated from grouped income data.",
"HUN","SI.POV.UMIC","YR1989","Estimated from grouped income data.",
"HUN","SI.POV.UMIC","YR1993","Estimated from grouped income data.",
"HUN","SI.POV.UMIC","YR2004","Estimated from unit-record income data.",
"HUN","SI.POV.UMIC","YR2005","Estimated from unit-record income data.",
"HUN","SI.POV.UMIC","YR2006","Estimated from unit-record income data.",
"HUN","SI.POV.UMIC","YR2007","Estimated from unit-record income data.",
